item,list,exp,integrated,related,n2num,text,animacy,LengthChar-Head,LengthChar-Prep,LengthChar-Adj,LengthChar-Noun,LengthPhon-Head,LengthPhon-Prep,LengthPhon-Adj,LengthPhon-Noun,LengthSylHead,LengthSyll-Prep,LengthSyll-Adj,LengthSyll-Noun,Freq1Mil-Head,FreqMil-Prep,FreqMil-Adj,FreqMil-N1,LogFr-Head,LogFreq-Prep,LogFreq-Adj,LogFreq-N1,RelatedHL,RelatedLH,Integrated,Ass%-H-L,Ass%-L-HP,Ass%-L-HS,AssArc-H-L,AssArc-L-HP,AssArc-L-HS,Plausibility,errnd,errd,errcornd,errcord
14,5,SemRel,integ,rel,sing,The caddy for the charismatic golfer,A,5,3,11,6,4,3,10,6,2,1,4,2,2.73,6749.25,0.8,1.1,0.57,3.83,0.26,0.32,6.92,6,6.42,0,0,5,0,0,0.45,5.58,0,0,9,9
14,8,SemRel,integ,unrel,plur,The caddy for the charismatic celebrities,A,5,3,11,11,4,3,10,10,2,1,4,4,2.73,6749.25,0.8,7.27,0.57,3.83,0.26,0.92,2.25,1.17,3,0,0,0,0,0,0,5.17,0,0,7,10
14,7,SemRel,integ,unrel,sing,The caddy for the charismatic celebrity,A,5,3,11,9,4,3,10,9,2,1,4,4,2.73,6749.25,0.8,3.57,0.57,3.83,0.26,0.66,2.83,2.58,3.92,0,0,0,0,0,0,5.92,0,0,10,11
14,2,SemRel,unint,rel,plur,The caddy near the charismatic golfers,A,5,4,11,7,4,3,10,7,2,1,4,2,2.73,59.14,0.8,0.55,0.57,1.78,0.26,0.19,6.83,6.42,5.08,0,2.5,2.5,0,0.32,0.32,6.08,1,1,9,11
14,1,SemRel,unint,rel,sing,The caddy near the charismatic golfer,A,5,4,11,6,4,3,10,6,2,1,4,2,2.73,59.14,0.8,1.1,0.57,1.78,0.26,0.32,6.92,6,5.33,0,0,5,0,0,0.45,5.83,0,0,8,8
14,4,SemRel,unint,unrel,plur,The caddy near the charismatic celebrities,A,5,4,11,11,4,3,10,10,2,1,4,4,2.73,59.14,0.8,7.27,0.57,1.78,0.26,0.92,2.25,1.17,2.33,0,0,0,0,0,0,5.58,0,0,5,5
14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,A,5,4,11,9,4,3,10,9,2,1,4,4,2.73,59.14,0.8,3.57,0.57,1.78,0.26,0.66,2.83,2.58,2.5,0,0,0,0,0,0,5.75,0,0,8,10
15,6,SemRel,integ,rel,plur,The church with the giant crosses,I,6,4,5,7,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,2.33,1.84,3.7,1.33,0.52,6.67,6.33,6.67,0,0,7.5,0,0,0.55,6.67,0,1,14,15
15,5,SemRel,integ,rel,sing,The church with the giant cross,I,6,4,5,5,6,3,5,4,1,1,2,1,68.73,5044.84,20.18,30.35,1.84,3.7,1.33,1.5,6.33,7,6.5,2.5,0,10,0.32,0,0.64,6.75,0,0,20,21
15,8,SemRel,integ,unrel,plur,The church with the giant driveways,I,6,4,5,9,6,3,5,7,1,1,2,2,68.73,5044.84,20.18,0.2,1.84,3.7,1.33,0.08,1.92,2.42,3.08,0,0,0,0,0,0,5,1,1,16,17
15,7,SemRel,integ,unrel,sing,The church with the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,6.71,1.84,3.7,1.33,0.89,2.5,2.25,3.67,0,0,0,0,0,0,5.75,1,1,18,21
15,2,SemRel,unint,rel,plur,The church near the giant crosses,I,6,4,5,7,6,3,5,6,1,1,2,2,68.73,59.14,20.18,2.33,1.84,1.78,1.33,0.52,6.67,6.33,5.17,0,0,7.5,0,0,0.55,5.75,1,1,18,20
15,1,SemRel,unint,rel,sing,The church near the giant cross,I,6,4,5,5,6,3,5,4,1,1,2,1,68.73,59.14,20.18,30.35,1.84,1.78,1.33,1.5,6.33,7,4.5,2.5,0,10,0.32,0,0.64,6,0,0,22,24
15,4,SemRel,unint,unrel,plur,The church near the giant driveways,I,6,4,5,9,6,3,5,7,1,1,2,2,68.73,59.14,20.18,0.2,1.84,1.78,1.33,0.08,1.92,2.42,2.25,0,0,0,0,0,0,5.42,0,0,18,18
15,3,SemRel,unint,unrel,sing,The church near the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,59.14,20.18,6.71,1.84,1.78,1.33,0.89,2.5,2.25,2.08,0,0,0,0,0,0,4.5,0,0,21,23
16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,I,6,3,7,7,6,3,7,7,3,1,3,2,1,6749.25,1.67,2.84,0.3,3.83,0.43,0.58,6.67,6.75,6.42,2.5,0,10,0.32,0,0.64,5.75,5,6,11,13
16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,I,6,3,7,6,6,3,7,6,3,1,3,2,1,6749.25,1.67,9.67,0.3,3.83,0.43,1.03,6.5,6.75,5.92,27.5,0,15,1.1,0,0.8,6.58,0,0,10,12
16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,I,6,3,7,4,6,3,7,4,3,1,3,1,1,6749.25,1.67,2.51,0.3,3.83,0.43,0.55,3.33,5.11,4.08,0,2.5,2.5,0,0.32,0.32,4.25,3,4,10,11
16,8,SemRel,integ,unrel,sing,The eraser for the novelty pen,I,6,3,7,3,6,3,7,3,3,1,3,1,1,6749.25,1.67,23.9,0.3,3.83,0.43,1.4,4.33,3.33,4.92,0,2.5,2.5,0,0.32,0.32,4.33,0,0,8,9
16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,I,6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,2.5,0,10,0.32,0,0.64,6.42,1,3,15,18
16,2,SemRel,unint,rel,sing,The eraser near the novelty pencil,I,6,4,7,6,6,3,7,6,3,1,3,2,1,59.14,1.67,9.67,0.3,1.78,0.43,1.03,6.5,6.75,4.58,27.5,0,15,1.1,0,0.8,5.25,0,0,14,17
16,5,SemRel,unint,unrel,plur,The eraser near the novelty pens,I,6,4,7,4,6,3,7,4,3,1,3,1,1,59.14,1.67,2.51,0.3,1.78,0.43,0.55,3.33,5.11,2.58,0,2.5,2.5,0,0.32,0.32,5,1,1,17,18
16,4,SemRel,unint,unrel,sing,The eraser near the novelty pen,I,6,4,7,3,6,3,7,3,3,1,3,1,1,59.14,1.67,23.9,0.3,1.78,0.43,1.4,4.33,3.33,2.5,0,2.5,2.5,0,0.32,0.32,4.75,0,0,21,21
17,7,SemRel,integ,rel,plur,The waitress for the impatient diners,A,8,3,9,6,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,0.78,1.03,3.83,0.7,0.25,6.75,5.92,6,0,0,2.5,0,0,0.32,5.5,0,0,8,8
17,6,SemRel,integ,rel,sing,The waitress for the impatient diner,A,8,3,9,5,6,3,8,5,2,1,3,2,9.67,6749.25,4.04,12.39,1.03,3.83,0.7,1.13,6.58,6.25,5.33,5,0,2.5,0.45,0,0.32,6.18,0,0,9,12
17,1,SemRel,integ,unrel,plur,The waitress for the impatient seniors,A,8,3,9,7,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,2.43,1.03,3.83,0.7,0.54,2.17,1.75,3.08,0,0,0,0,0,0,5.33,0,0,9,9
17,8,SemRel,integ,unrel,sing,The waitress for the impatient senior,A,8,3,9,6,6,3,8,5,2,1,3,2,9.67,6749.25,4.04,0.71,1.03,3.83,0.7,0.23,1.17,2.08,2.83,0,0,0,0,0,0,5,0,0,8,9
17,3,SemRel,unint,rel,plur,The waitress by the impatient diners,A,8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,0,0,2.5,0,0,0.32,5.17,0,0,7,7
17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,A,8,2,9,5,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,12.39,1.03,3.08,0.7,1.13,6.58,6.25,4.25,5,0,2.5,0.45,0,0.32,5.83,0,0,5,6
17,5,SemRel,unint,unrel,plur,The waitress by the impatient seniors,A,8,2,9,7,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,2.43,1.03,3.08,0.7,0.54,2.17,1.75,2.67,0,0,0,0,0,0,6.25,0,0,9,11
17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,A,8,2,9,6,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,0.71,1.03,3.08,0.7,0.23,1.17,2.08,2.58,0,0,0,0,0,0,4.75,0,0,13,13
18,7,SemRel,integ,rel,plur,The table for the antique chairs,I,5,3,7,6,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,9.86,2.03,3.83,0.73,1.04,6.5,6.75,6,2.5,5,15,0.32,0.45,0.8,5.42,1,3,17,20
18,6,SemRel,integ,rel,sing,The table for the antique chair,I,5,3,7,5,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,48.02,2.03,3.83,0.73,1.69,6.5,6.17,5.75,17.5,0,0,0.86,0,0,6.09,0,0,19,20
18,1,SemRel,integ,unrel,plur,The table for the antique lamps,I,5,3,7,5,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,2.06,2.03,3.83,0.73,0.49,5.33,5,4.25,0,0,2.5,0,0,0.32,6.42,0,0,19,19
18,8,SemRel,integ,unrel,sing,The table for the antique lamp,I,5,3,7,4,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,12.82,2.03,3.83,0.73,1.14,5,5,4.08,0,0,10,0,0,0.64,5.92,0,0,19,19
18,3,SemRel,unint,rel,plur,The table by the antique chairs,I,5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,2.5,5,15,0.32,0.45,0.8,6,2,2,22,23
18,2,SemRel,unint,rel,sing,The table by the antique chair,I,5,2,7,5,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,48.02,2.03,3.08,0.73,1.69,6.5,6.17,3.17,17.5,0,0,0.86,0,0,5.92,0,0,26,26
18,5,SemRel,unint,unrel,plur,The table by the antique lamps,I,5,2,7,5,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,2.06,2.03,3.08,0.73,0.49,5.33,5,3.67,0,0,2.5,0,0,0.32,6.25,0,0,22,23
18,4,SemRel,unint,unrel,sing,The table by the antique lamp,I,5,2,7,4,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,12.82,2.03,3.08,0.73,1.14,5,5,4.27,0,0,10,0,0,0.64,5.92,0,0,26,26
19,8,SemRel,integ,rel,plur,The resort with the elongated pools,I,6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,0,0,0,0,0,0,6.17,1,2,12,14
19,7,SemRel,integ,rel,sing,The resort with the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,6749.25,0.31,46.69,0.88,3.83,0.12,1.68,5.33,6.17,5.58,5,0,0,0.45,0,0,6.08,0,0,18,19
19,2,SemRel,integ,unrel,plur,The resort with the elaborate gardens,I,6,4,9,7,6,3,8,6,2,1,4,2,6.65,6749.25,2.98,4.02,0.88,3.83,0.6,0.7,2.38,3.33,4.13,0,0,0,0,0,0,6.5,2,2,17,17
19,1,SemRel,integ,unrel,sing,The resort with the elaborate garden,I,6,4,9,6,6,3,8,5,2,1,4,2,6.65,6749.25,2.98,26.29,0.88,3.83,0.6,1.44,3.67,3.67,4.33,0,0,0,0,0,0,6.5,0,0,20,22
19,4,SemRel,unint,rel,plur,The resort near the elongated pools,I,6,4,9,5,6,3,9,4,2,1,4,1,6.65,59.14,0.31,2.29,0.88,1.78,0.12,0.52,6.25,6.17,3.92,0,0,0,0,0,0,5.75,0,0,13,13
19,3,SemRel,unint,rel,sing,The resort near the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,59.14,0.31,46.69,0.88,1.78,0.12,1.68,5.33,6.17,4.5,5,0,0,0.45,0,0,5.67,0,0,22,24
19,6,SemRel,unint,unrel,plur,The resort near the elaborate gardens,I,6,4,9,7,6,3,8,6,2,1,4,2,6.65,59.14,2.98,4.02,0.88,1.78,0.6,0.7,2.38,3.33,2.92,0,0,0,0,0,0,5.17,0,0,18,18
19,5,SemRel,unint,unrel,sing,The resort near the elaborate garden,I,6,4,9,6,6,3,8,5,2,1,4,2,6.65,59.14,2.98,26.29,0.88,1.78,0.6,1.44,3.67,3.67,3.33,0,0,0,0,0,0,6.08,0,0,21,21
20,8,SemRel,integ,rel,plur,The hydrant with the bent hoses,I,7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,0,0,0,0,0,0,3.67,2,2,10,11
20,7,SemRel,integ,rel,sing,The hydrant with the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,5044.84,1.02,7.45,0.3,3.7,0.31,0.93,5.75,5.67,5.67,0,0,0,0,0,0,5.33,0,0,10,11
20,2,SemRel,integ,unrel,plur,The hydrant with the bright reflectors,I,7,4,6,10,8,3,4,10,2,1,1,3,1,5044.84,42.31,0.14,0.3,3.7,1.64,0.06,2.08,2,3.83,0,0,0,0,0,0,4.92,0,0,6,8
20,1,SemRel,integ,unrel,sing,The hydrant with the bright reflector,I,7,4,6,9,8,3,4,9,2,1,1,3,1,5044.84,42.31,0.27,0.3,3.7,1.64,0.11,2.58,2,3.67,0,0,0,0,0,0,5.17,0,0,14,17
20,4,SemRel,unint,rel,plur,The hydrant near the bent hoses,I,7,4,5,5,8,3,4,5,2,1,1,2,1,59.14,1.02,1.08,0.3,1.78,0.31,0.32,6.33,4.27,4.5,0,0,0,0,0,0,4.58,0,0,11,13
20,3,SemRel,unint,rel,sing,The hydrant near the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,59.14,1.02,7.45,0.3,1.78,0.31,0.93,5.75,5.67,4.5,0,0,0,0,0,0,4.83,0,0,7,7
20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,I,7,4,6,10,8,3,4,10,2,1,1,3,1,59.14,42.31,0.14,0.3,1.78,1.64,0.06,2.08,2,2.42,0,0,0,0,0,0,3.83,1,1,12,15
20,5,SemRel,unint,unrel,sing,The hydrant near the bright reflector,I,7,4,6,9,8,3,4,9,2,1,1,3,1,59.14,42.31,0.27,0.3,1.78,1.64,0.11,2.58,2,2.25,0,0,0,0,0,0,4.67,0,0,17,19
21,8,SemRel,integ,rel,plur,The guitar with the faulty strings,I,6,4,7,7,5,3,5,6,2,1,2,1,15.53,5044.84,1.63,8.1,1.22,3.7,0.42,0.96,6.83,6.58,6.83,12.5,0,20,0.72,0,0.93,5.92,0,0,5,6
21,7,SemRel,integ,rel,sing,The guitar with the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,5044.84,1.63,10.18,1.22,3.7,0.42,1.05,6.67,6.5,6.17,0,0,12.5,0,0,0.72,6.08,0,0,8,8
21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,I,6,4,6,6,5,3,5,6,2,1,2,2,15.53,5044.84,1.63,0.75,1.22,3.7,0.42,0.24,3.75,3.13,4.08,0,0,0,0,0,0,2.5,0,0,7,7
21,1,SemRel,integ,unrel,sing,The guitar with the faulty pedal,I,6,4,6,5,5,3,5,5,2,1,2,2,15.53,5044.84,1.63,1.47,1.22,3.7,0.42,0.39,4.17,5,4.42,0,0,0,0,0,0,4.5,0,0,10,11
21,4,SemRel,unint,rel,plur,The guitar near the faulty strings,I,6,4,7,7,5,3,5,6,2,1,2,1,15.53,59.14,1.63,8.1,1.22,1.78,0.42,0.96,6.83,6.58,6.08,12.5,0,20,0.72,0,0.93,4.17,1,1,6,8
21,3,SemRel,unint,rel,sing,The guitar near the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,59.14,1.63,10.18,1.22,1.78,0.42,1.05,6.67,6.5,4.67,0,0,12.5,0,0,0.72,4.18,0,0,9,10
21,6,SemRel,unint,unrel,plur,The guitar near the faulty pedals,I,6,4,6,6,5,3,5,6,2,1,2,2,15.53,59.14,1.63,0.75,1.22,1.78,0.42,0.24,3.75,3.13,3.58,0,0,0,0,0,0,3.83,0,1,8,11
21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,I,6,4,6,5,5,3,5,5,2,1,2,2,15.53,59.14,1.63,1.47,1.22,1.78,0.42,0.39,4.17,5,2.63,0,0,0,0,0,0,3.75,0,0,5,8
22,1,SemRel,integ,rel,plur,The trainer for the confident boxers,A,7,3,9,6,6,3,9,7,2,1,3,2,5.49,6749.25,10.65,1.98,0.81,3.83,1.07,0.47,6.33,6,5.17,0,0,0,0,0,0,5.67,1,1,12,12
22,8,SemRel,integ,rel,sing,The trainer for the confident boxer,A,7,3,9,5,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,3.82,0.81,3.83,1.07,0.68,6.64,5.67,6,0,0,0,0,0,0,5.92,0,0,11,13
22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,A,7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,0,0,0,0,0,0,5.17,0,0,11,11
22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,A,7,3,9,5,6,3,9,5,2,1,3,2,5.49,6749.25,10.65,26.2,0.81,3.83,1.07,1.43,3.5,3.5,3.5,0,0,0,0,0,0,5.67,0,0,10,10
22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,A,7,4,9,6,6,3,9,7,2,1,3,2,5.49,59.14,10.65,1.98,0.81,1.78,1.07,0.47,6.33,6,3.92,0,0,0,0,0,0,5,1,1,10,12
22,4,SemRel,unint,rel,sing,The trainer near the confident boxer,A,7,4,9,5,6,3,9,6,2,1,3,2,5.49,59.14,10.65,3.82,0.81,1.78,1.07,0.68,6.64,5.67,5.36,0,0,0,0,0,0,5.33,0,0,12,13
22,7,SemRel,unint,unrel,plur,The trainer near the confident actors,A,7,4,9,6,6,3,9,6,2,1,3,2,5.49,59.14,10.65,12.59,0.81,1.78,1.07,1.13,4.17,3.86,2.83,0,0,0,0,0,0,6.17,0,0,8,8
22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,A,7,4,9,5,6,3,9,5,2,1,3,2,5.49,59.14,10.65,26.2,0.81,1.78,1.07,1.43,3.5,3.5,2.83,0,0,0,0,0,0,6.42,0,0,11,12
23,1,SemRel,integ,rel,plur,The canoe with the weathered oars,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,1.08,0.66,3.7,0.07,0.32,5.42,6.58,5.67,0,0,5,0,0,0.45,6,0,0,14,15
23,8,SemRel,integ,rel,sing,The canoe with the weathered oar,I,5,4,9,3,4,3,5,3,2,1,2,1,3.53,5044.84,0.18,0.67,0.66,3.7,0.07,0.22,6.67,6.08,6,0,0,10,0,0,0.64,6.25,0,0,13,14
23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,0,0,0,0,0,0,3.67,0,0,13,14
23,2,SemRel,integ,unrel,sing,The canoe with the weathered flag,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,17.1,0.66,3.7,0.07,1.26,1.42,1.08,1.83,0,0,0,0,0,0,4.58,0,0,12,14
23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,1.08,0.66,1.78,0.07,0.32,5.42,6.58,4.75,0,0,5,0,0,0.45,5.58,1,1,13,14
23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,I,5,4,9,3,4,3,5,3,2,1,2,1,3.53,59.14,0.18,0.67,0.66,1.78,0.07,0.22,6.67,6.08,4.83,0,0,10,0,0,0.64,6,0,0,21,23
23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,0,0,0,0,0,0,4.67,0,1,11,15
23,6,SemRel,unint,unrel,sing,The canoe near the weathered flag,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,17.1,0.66,1.78,0.07,1.26,1.42,1.08,2.5,0,0,0,0,0,0,4.67,0,0,11,13
24,1,SemRel,integ,rel,plur,The camera with the special lenses,I,6,4,7,6,6,3,6,6,3,1,2,2,56.9,5044.84,148.2,2.27,1.76,3.7,2.17,0.52,6.08,6.5,6.58,2.5,0,12.5,0.32,0,0.72,6.33,2,2,17,17
24,8,SemRel,integ,rel,sing,The camera with the special lens,I,6,4,7,4,6,3,6,4,3,1,2,1,56.9,5044.84,148.2,4.67,1.76,3.7,2.17,0.75,6.75,6.58,6.58,2.5,0,20,0.32,0,0.93,6.75,0,0,11,11
24,3,SemRel,integ,unrel,plur,The camera with the special manuals,I,6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,0,0,0,0,0,0,5.92,2,2,22,23
24,2,SemRel,integ,unrel,sing,The camera with the special manual,I,6,4,7,6,6,3,6,7,3,1,2,3,56.9,5044.84,148.2,5.75,1.76,3.7,2.17,0.83,5.17,2.92,5,0,0,0,0,0,0,5.58,0,0,19,21
24,5,SemRel,unint,rel,plur,The camera by the special lenses,I,6,2,7,6,6,2,6,6,3,1,2,2,56.9,1212.84,148.2,2.27,1.76,3.08,2.17,0.52,6.08,6.5,5.67,2.5,0,12.5,0.32,0,0.72,5,1,1,17,17
24,4,SemRel,unint,rel,sing,The camera by the special lens,I,6,2,7,4,6,2,6,4,3,1,2,1,56.9,1212.84,148.2,4.67,1.76,3.08,2.17,0.75,6.75,6.58,4.83,2.5,0,20,0.32,0,0.93,5.5,0,0,18,20
24,7,SemRel,unint,unrel,plur,The camera by the special manuals,I,6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,0,0,0,0,0,0,5.5,1,2,15,16
24,6,SemRel,unint,unrel,sing,The camera by the special manual,I,6,2,7,6,6,2,6,7,3,1,2,3,56.9,1212.84,148.2,5.75,1.76,3.08,2.17,0.83,5.17,2.92,2.92,0,0,0,0,0,0,5.08,0,0,14,15
1,1,Cat,unint,rel,plur,The fork near the plastic ladles,I,4,4,7,6,4,3,7,6,1,1,2,2,8.8,59.14,18.76,0.2,0.99,1.78,1.3,0.08,4.5,3.08,4,0,0,0,0,0,0,4.67,2,3,21,22
1,2,Cat,unint,rel,sing,The fork near the plastic ladle,I,4,4,7,5,4,3,7,5,1,1,2,2,8.8,59.14,18.76,0.61,0.99,1.78,1.3,0.21,4.5,4,3.5,0,0,0,0,0,0,5.58,0,0,29,30
1,3,Cat,unint,unrel,plur,The fork near the plastic lemons,I,4,4,7,6,4,3,7,6,1,1,2,2,8.8,59.14,18.76,1.65,0.99,1.78,1.3,0.42,1.58,1.58,2.58,0,0,0,0,0,0,3.88,3,3,21,22
1,4,Cat,unint,unrel,sing,The fork near the plastic lemon,I,4,4,7,5,4,3,7,5,1,1,2,2,8.8,59.14,18.76,11.67,0.99,1.78,1.3,1.1,1.75,1.42,2.17,0,0,0,0,0,0,4.54,0,0,24,25
2,1,Cat,unint,rel,plur,The magazine under the tattered novels,I,8,5,8,6,7,5,6,6,3,2,2,2,33.14,235.35,0.24,3.18,1.53,2.37,0.09,0.62,4.5,4.92,4,0,0,0,0,0,0,5.83,2,2,21,21
2,2,Cat,unint,rel,sing,The magazine under the tattered novel,I,8,5,8,5,7,5,6,5,3,2,2,2,33.14,235.35,0.24,8.92,1.53,2.37,0.09,1,4.75,4.92,3.25,0,0,0,0,0,0,5.61,0,0,26,28
2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,I,8,5,8,9,7,5,6,8,3,2,2,2,33.14,235.35,0.24,0.78,1.53,2.37,0.09,0.25,1.42,1.33,2.5,0,0,0,0,0,0,4.08,4,4,14,16
2,4,Cat,unint,unrel,sing,The magazine under the tattered necklace,I,8,5,8,8,7,5,6,6,3,2,2,2,33.14,235.35,0.24,9.71,1.53,2.37,0.09,1.03,2.58,3.17,2.55,0,0,0,0,0,0,4.63,0,0,18,20
3,1,Cat,unint,rel,plur,The robin by the frightened chickens,A,5,2,10,8,5,3,8,7,2,1,2,2,1.71,1212.84,15.92,10.24,0.43,3.08,1.23,1.05,4.25,4.17,2.33,0,0,0,0,0,0,4.33,0,0,10,10
3,2,Cat,unint,rel,sing,The robin by the frightened chicken,A,5,2,10,7,5,3,8,6,2,1,2,2,1.71,1212.84,15.92,57.16,0.43,3.08,1.23,1.76,3.42,3.5,3.25,0,0,0,0,0,0,4.21,0,0,6,6
3,3,Cat,unint,unrel,plur,The robin by the frightened chipmunks,A,5,2,10,9,5,3,8,9,2,1,2,2,1.71,1212.84,15.92,0.24,0.43,3.08,1.23,0.09,3.42,2.83,3.08,0,0,0,0,0,0,4.67,0,0,5,7
3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,A,5,2,10,8,5,3,8,8,2,1,2,2,1.71,1212.84,15.92,0.61,0.43,3.08,1.23,0.21,3.42,3.5,3.5,0,0,0,0,0,0,4.58,0,0,10,13
4,1,Cat,unint,rel,plur,The knife beside the heavy clubs,I,5,6,5,5,4,6,4,5,1,2,2,1,46.55,14.96,47.04,10.41,1.68,1.2,1.68,1.06,2.5,2.92,3,0,0,0,0,0,0,4.42,0,0,20,21
4,2,Cat,unint,rel,sing,The knife beside the heavy club,I,5,6,5,4,4,6,4,4,1,2,2,1,46.55,14.96,47.04,97.24,1.68,1.2,1.68,1.99,3.33,3.25,2.42,0,0,0,0,0,0,4.67,0,0,24,27
4,3,Cat,unint,unrel,plur,The knife beside the heavy cans,I,5,6,5,4,4,6,4,4,1,2,2,1,46.55,14.96,47.04,7.37,1.68,1.2,1.68,0.92,1.58,2.17,2.08,0,0,0,0,0,0,4.42,0,0,20,20
4,4,Cat,unint,unrel,sing,The knife beside the heavy can,I,5,6,5,3,4,6,4,3,1,2,2,1,46.55,14.96,47.04,20.29,1.68,1.2,1.68,1.33,1.92,2.75,2.17,0,0,0,0,0,0,5.33,0,0,21,23
5,1,Cat,unint,rel,plur,The elephant beside the lazy tigers,A,8,6,4,6,7,6,4,7,3,2,2,2,11.31,14.96,11.57,4.31,1.09,1.2,1.1,0.73,4.33,4,3.08,0,0,0,0,0,0,4.46,1,1,16,18
5,2,Cat,unint,rel,sing,The elephant beside the lazy tiger,A,8,6,4,5,7,6,4,6,3,2,2,2,11.31,14.96,11.57,18.37,1.09,1.2,1.1,1.29,3.25,4.25,3.08,0,0,0,0,0,0,3.92,0,0,18,18
5,3,Cat,unint,unrel,plur,The elephant beside the lazy turtles,A,8,6,4,7,7,6,4,7,3,2,2,2,11.31,14.96,11.57,3,1.09,1.2,1.1,0.6,3.58,3.42,2.92,0,0,0,0,0,0,4.17,0,0,16,16
5,4,Cat,unint,unrel,sing,The elephant beside the lazy turtle,A,8,6,4,6,7,6,4,6,3,2,2,2,11.31,14.96,11.57,16.9,1.09,1.2,1.1,1.25,3.25,3.5,3,0,0,0,0,0,0,3.96,0,0,14,14
6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,I,9,4,7,7,9,3,7,7,4,1,2,2,3.69,59.14,21.61,0.22,0.67,1.78,1.35,0.08,5.33,6.5,3.25,0,0,0,0,0,0,5.78,1,2,17,18
